시도,시군구,연령군,환자수
부산,부산강서구,20~29세,0
부산,부산강서구,30~39세,0
부산,부산강서구,40~49세,0
부산,부산강서구,50~59세,0
부산,부산강서구,60~69세,0
부산,부산강서구,70~79세,0
부산,부산강서구,80~89세,0
부산,부산강서구,90~99세,0
부산,부산강서구,100세 이상,0
부산,부산강서구,0~9세,0
부산,부산강서구,10~19세,0
부산,부산강서구,20~29세,0
부산,부산강서구,30~39세,0
부산,부산강서구,40~49세,0
부산,부산강서구,50~59세,0
부산,부산강서구,60~69세,0
부산,부산강서구,70~79세,0
부산,부산강서구,80~89세,0
부산,부산강서구,90~99세,0
부산,부산강서구,100세 이상,0
부산,부산연제구,0~9세,0
부산,부산연제구,10~19세,0
부산,부산연제구,20~29세,0
부산,부산연제구,30~39세,0
부산,부산연제구,40~49세,0
부산,부산연제구,50~59세,0
부산,부산연제구,60~69세,0
부산,부산연제구,70~79세,0
부산,부산연제구,80~89세,0
부산,부산연제구,90~99세,0
부산,부산연제구,100세 이상,0
부산,부산연제구,0~9세,0
부산,부산연제구,10~19세,0
부산,부산연제구,20~29세,10
부산,부산연제구,30~39세,21
부산,부산연제구,40~49세,36
부산,부산연제구,50~59세,17
부산,부산연제구,60~69세,0
부산,부산연제구,70~79세,0
부산,부산연제구,80~89세,0
부산,부산연제구,90~99세,0
부산,부산연제구,100세 이상,0
부산,부산수영구,0~9세,0
부산,부산수영구,10~19세,0
부산,부산수영구,20~29세,0
부산,부산수영구,30~39세,0
부산,부산수영구,40~49세,0
부산,부산수영구,50~59세,0
부산,부산수영구,60~69세,0
부산,부산수영구,70~79세,0
부산,부산수영구,80~89세,0
부산,부산수영구,90~99세,0
부산,부산수영구,100세 이상,0
부산,부산수영구,0~9세,0
부산,부산수영구,10~19세,0
부산,부산수영구,20~29세,0
부산,부산수영구,30~39세,12
부산,부산수영구,40~49세,12
부산,부산수영구,50~59세,0
부산,부산수영구,60~69세,0
부산,부산수영구,70~79세,0
부산,부산수영구,80~89세,0
부산,부산수영구,90~99세,0
부산,부산수영구,100세 이상,0
부산,부산사상구,0~9세,0
부산,부산사상구,10~19세,0
부산,부산사상구,20~29세,0
부산,부산사상구,30~39세,0
부산,부산사상구,40~49세,0
부산,부산사상구,50~59세,0
부산,부산사상구,60~69세,0
부산,부산사상구,70~79세,0
부산,부산사상구,80~89세,0
부산,부산사상구,90~99세,0
부산,부산사상구,100세 이상,0
부산,부산사상구,0~9세,0
부산,부산사상구,10~19세,0
부산,부산사상구,20~29세,0
부산,부산사상구,30~39세,0
부산,부산사상구,40~49세,0
부산,부산사상구,50~59세,0
부산,부산사상구,60~69세,0
부산,부산사상구,70~79세,0
부산,부산사상구,80~89세,0
부산,부산사상구,90~99세,0
부산,부산사상구,100세 이상,0
부산,부산기장군,0~9세,0
부산,부산기장군,10~19세,0
부산,부산기장군,20~29세,0
부산,부산기장군,30~39세,0
부산,부산기장군,40~49세,0
부산,부산기장군,50~59세,0
부산,부산기장군,60~69세,0
부산,부산기장군,70~79세,0
부산,부산기장군,80~89세,0
부산,부산기장군,90~99세,0
부산,부산기장군,100세 이상,0
부산,부산기장군,0~9세,0
부산,부산기장군,10~19세,0
부산,부산기장군,20~29세,0
부산,부산기장군,30~39세,0
부산,부산기장군,40~49세,17
부산,부산기장군,50~59세,0
부산,부산기장군,60~69세,0
부산,부산기장군,70~79세,0
부산,부산기장군,80~89세,0
부산,부산기장군,90~99세,0
부산,부산기장군,100세 이상,0
인천,인천미추홀구,0~9세,0
인천,인천미추홀구,10~19세,0
인천,인천미추홀구,20~29세,0
인천,인천미추홀구,30~39세,0
인천,인천미추홀구,40~49세,0
인천,인천미추홀구,50~59세,0
인천,인천미추홀구,60~69세,0
인천,인천미추홀구,70~79세,0
인천,인천미추홀구,80~89세,0
인천,인천미추홀구,90~99세,0
인천,인천미추홀구,100세 이상,0
인천,인천미추홀구,0~9세,0
인천,인천미추홀구,10~19세,0
인천,인천미추홀구,20~29세,0
인천,인천미추홀구,30~39세,23
인천,인천미추홀구,40~49세,22
인천,인천미추홀구,50~59세,27
인천,인천미추홀구,60~69세,0
인천,인천미추홀구,70~79세,0
인천,인천미추홀구,80~89세,0
인천,인천미추홀구,90~99세,0
인천,인천미추홀구,100세 이상,0
인천,인천동구,0~9세,0
인천,인천동구,10~19세,0
인천,인천동구,20~29세,0
인천,인천동구,30~39세,0
인천,인천동구,40~49세,0
인천,인천동구,50~59세,0
인천,인천동구,60~69세,0
인천,인천동구,70~79세,0
인천,인천동구,80~89세,0
인천,인천동구,90~99세,0
인천,인천동구,100세 이상,0
인천,인천동구,0~9세,0
인천,인천동구,10~19세,0
인천,인천동구,20~29세,0
인천,인천동구,30~39세,0
인천,인천동구,40~49세,10
인천,인천동구,50~59세,10
인천,인천동구,60~69세,0
인천,인천동구,70~79세,0
인천,인천동구,80~89세,0
인천,인천동구,90~99세,0
인천,인천동구,100세 이상,0
인천,인천부평구,0~9세,0
인천,인천부평구,10~19세,20
인천,인천부평구,20~29세,0
인천,인천부평구,30~39세,12
인천,인천부평구,40~49세,18
인천,인천부평구,50~59세,12
인천,인천부평구,60~69세,12
인천,인천부평구,70~79세,0
인천,인천부평구,80~89세,0
인천,인천부평구,90~99세,0
인천,인천부평구,100세 이상,0
인천,인천부평구,0~9세,0
인천,인천부평구,10~19세,0
인천,인천부평구,20~29세,15
인천,인천부평구,30~39세,32
인천,인천부평구,40~49세,37
인천,인천부평구,50~59세,35
인천,인천부평구,60~69세,13
인천,인천부평구,70~79세,0
인천,인천부평구,80~89세,0
인천,인천부평구,90~99세,0
인천,인천부평구,100세 이상,0
인천,인천중구,0~9세,0
인천,인천중구,10~19세,0
인천,인천중구,20~29세,0
인천,인천중구,30~39세,0
인천,인천중구,40~49세,0
인천,인천중구,50~59세,0
인천,인천중구,60~69세,0
인천,인천중구,70~79세,0
인천,인천중구,80~89세,0
인천,인천중구,90~99세,0
인천,인천중구,100세 이상,0
인천,인천중구,0~9세,0
인천,인천중구,10~19세,0
인천,인천중구,20~29세,0
인천,인천중구,30~39세,0
인천,인천중구,40~49세,11
인천,인천중구,50~59세,0
인천,인천중구,60~69세,0
인천,인천중구,70~79세,0
인천,인천중구,80~89세,0
인천,인천중구,90~99세,0
인천,인천중구,100세 이상,0
인천,인천서구,0~9세,13
인천,인천서구,10~19세,28
인천,인천서구,20~29세,0
인천,인천서구,30~39세,0
인천,인천서구,40~49세,0
인천,인천서구,50~59세,0
인천,인천서구,60~69세,0
인천,인천서구,70~79세,0
인천,인천서구,80~89세,0
인천,인천서구,90~99세,0
인천,인천서구,100세 이상,0
인천,인천서구,0~9세,0
인천,인천서구,10~19세,12
인천,인천서구,20~29세,0
인천,인천서구,30~39세,20
인천,인천서구,40~49세,27
인천,인천서구,50~59세,16
인천,인천서구,60~69세,0
인천,인천서구,70~79세,0
인천,인천서구,80~89세,0
인천,인천서구,90~99세,0
인천,인천서구,100세 이상,0
인천,인천남동구,0~9세,0
인천,인천남동구,10~19세,0
인천,인천남동구,20~29세,0
인천,인천남동구,30~39세,38
인천,인천남동구,40~49세,0
인천,인천남동구,50~59세,0
인천,인천남동구,60~69세,0
인천,인천남동구,70~79세,0
인천,인천남동구,80~89세,0
인천,인천남동구,90~99세,0
인천,인천남동구,100세 이상,0
인천,인천남동구,0~9세,0
인천,인천남동구,10~19세,0
인천,인천남동구,20~29세,35
인천,인천남동구,30~39세,104
인천,인천남동구,40~49세,87
인천,인천남동구,50~59세,48
인천,인천남동구,60~69세,15
인천,인천남동구,70~79세,0
인천,인천남동구,80~89세,0
인천,인천남동구,90~99세,0
인천,인천남동구,100세 이상,0
인천,인천연수구,0~9세,11
인천,인천연수구,10~19세,69
인천,인천연수구,20~29세,0
인천,인천연수구,30~39세,0
인천,인천연수구,40~49세,10
인천,인천연수구,50~59세,0
인천,인천연수구,60~69세,0
인천,인천연수구,70~79세,0
인천,인천연수구,80~89세,0
인천,인천연수구,90~99세,0
인천,인천연수구,100세 이상,0
인천,인천연수구,0~9세,0
인천,인천연수구,10~19세,30
인천,인천연수구,20~29세,11
인천,인천연수구,30~39세,14
인천,인천연수구,40~49세,39
인천,인천연수구,50~59세,0
인천,인천연수구,60~69세,0
인천,인천연수구,70~79세,0
인천,인천연수구,80~89세,0
인천,인천연수구,90~99세,0
인천,인천연수구,100세 이상,0
인천,인천계양구,0~9세,0
인천,인천계양구,10~19세,0
인천,인천계양구,20~29세,15
인천,인천계양구,30~39세,15
인천,인천계양구,40~49세,0
인천,인천계양구,50~59세,0
인천,인천계양구,60~69세,0
인천,인천계양구,70~79세,0
인천,인천계양구,80~89세,0
인천,인천계양구,90~99세,0
인천,인천계양구,100세 이상,0
인천,인천계양구,0~9세,0
인천,인천계양구,10~19세,0
인천,인천계양구,20~29세,20
인천,인천계양구,30~39세,46
인천,인천계양구,40~49세,49
인천,인천계양구,50~59세,26
인천,인천계양구,60~69세,0
인천,인천계양구,70~79세,0
인천,인천계양구,80~89세,0
인천,인천계양구,90~99세,0
인천,인천계양구,100세 이상,0
인천,인천강화군,0~9세,0
인천,인천강화군,10~19세,0
인천,인천강화군,20~29세,0
인천,인천강화군,30~39세,0
인천,인천강화군,40~49세,0
인천,인천강화군,50~59세,0
인천,인천강화군,60~69세,0
인천,인천강화군,70~79세,0
인천,인천강화군,80~89세,0
인천,인천강화군,90~99세,0
인천,인천강화군,100세 이상,0
인천,인천강화군,0~9세,0
인천,인천강화군,10~19세,0
인천,인천강화군,20~29세,0
인천,인천강화군,30~39세,0
인천,인천강화군,40~49세,0
인천,인천강화군,50~59세,0
인천,인천강화군,60~69세,0
인천,인천강화군,70~79세,0
인천,인천강화군,80~89세,0
인천,인천강화군,90~99세,0
인천,인천강화군,100세 이상,0
인천,인천옹진군,0~9세,0
인천,인천옹진군,10~19세,0
인천,인천옹진군,20~29세,0
인천,인천옹진군,30~39세,0
인천,인천옹진군,40~49세,0
인천,인천옹진군,50~59세,0
인천,인천옹진군,60~69세,0
인천,인천옹진군,70~79세,0
인천,인천옹진군,80~89세,0
인천,인천옹진군,90~99세,0
인천,인천옹진군,100세 이상,0
인천,인천옹진군,0~9세,0
인천,인천옹진군,10~19세,0
인천,인천옹진군,20~29세,0
인천,인천옹진군,30~39세,0
인천,인천옹진군,40~49세,0
인천,인천옹진군,50~59세,0
인천,인천옹진군,60~69세,0
인천,인천옹진군,70~79세,0
인천,인천옹진군,80~89세,0
인천,인천옹진군,90~99세,0
인천,인천옹진군,100세 이상,0
대구,대구남구,0~9세,0
대구,대구남구,10~19세,0
대구,대구남구,20~29세,0
대구,대구남구,30~39세,0
대구,대구남구,40~49세,0
대구,대구남구,50~59세,0
대구,대구남구,60~69세,0
대구,대구남구,70~79세,0
대구,대구남구,80~89세,0
대구,대구남구,90~99세,0
대구,대구남구,100세 이상,0
대구,대구남구,0~9세,0
대구,대구남구,10~19세,0
대구,대구남구,20~29세,0
대구,대구남구,30~39세,0
대구,대구남구,40~49세,11
대구,대구남구,50~59세,0
대구,대구남구,60~69세,0
대구,대구남구,70~79세,0
대구,대구남구,80~89세,0
대구,대구남구,90~99세,0
대구,대구남구,100세 이상,0
대구,대구동구,0~9세,0
대구,대구동구,10~19세,0
대구,대구동구,20~29세,0
대구,대구동구,30~39세,0
대구,대구동구,40~49세,0
대구,대구동구,50~59세,0
대구,대구동구,60~69세,0
대구,대구동구,70~79세,0
대구,대구동구,80~89세,0
대구,대구동구,90~99세,0
대구,대구동구,100세 이상,0
대구,대구동구,0~9세,0
대구,대구동구,10~19세,0
대구,대구동구,20~29세,0
대구,대구동구,30~39세,0
대구,대구동구,40~49세,20
대구,대구동구,50~59세,15
대구,대구동구,60~69세,0
대구,대구동구,70~79세,0
대구,대구동구,80~89세,0
대구,대구동구,90~99세,0
대구,대구동구,100세 이상,0
대구,대구북구,0~9세,0
대구,대구북구,10~19세,0
대구,대구북구,20~29세,0
대구,대구북구,30~39세,18
대구,대구북구,40~49세,11
대구,대구북구,50~59세,0
대구,대구북구,60~69세,0
대구,대구북구,70~79세,0
대구,대구북구,80~89세,0
대구,대구북구,90~99세,0
대구,대구북구,100세 이상,0
대구,대구북구,0~9세,0
대구,대구북구,10~19세,0
대구,대구북구,20~29세,0
대구,대구북구,30~39세,13
대구,대구북구,40~49세,21
대구,대구북구,50~59세,19
대구,대구북구,60~69세,0
대구,대구북구,70~79세,0
대구,대구북구,80~89세,0
대구,대구북구,90~99세,0
대구,대구북구,100세 이상,0
대구,대구서구,0~9세,0
대구,대구서구,10~19세,0
대구,대구서구,20~29세,0
대구,대구서구,30~39세,0
대구,대구서구,40~49세,0
대구,대구서구,50~59세,0
대구,대구서구,60~69세,0
대구,대구서구,70~79세,0
대구,대구서구,80~89세,0
대구,대구서구,90~99세,0
대구,대구서구,100세 이상,0
대구,대구서구,0~9세,0
대구,대구서구,10~19세,0
대구,대구서구,20~29세,0
대구,대구서구,30~39세,0
대구,대구서구,40~49세,0
대구,대구서구,50~59세,0
대구,대구서구,60~69세,0
대구,대구서구,70~79세,0
대구,대구서구,80~89세,0
대구,대구서구,90~99세,0
대구,대구서구,100세 이상,0
대구,대구수성구,0~9세,11
대구,대구수성구,10~19세,12
대구,대구수성구,20~29세,0
대구,대구수성구,30~39세,0
대구,대구수성구,40~49세,0
대구,대구수성구,50~59세,0
대구,대구수성구,60~69세,0
대구,대구수성구,70~79세,0
대구,대구수성구,80~89세,0
대구,대구수성구,90~99세,0
대구,대구수성구,100세 이상,0
대구,대구수성구,0~9세,0
대구,대구수성구,10~19세,0
대구,대구수성구,20~29세,10
대구,대구수성구,30~39세,13
대구,대구수성구,40~49세,30
대구,대구수성구,50~59세,18
대구,대구수성구,60~69세,0
대구,대구수성구,70~79세,0
대구,대구수성구,80~89세,0
대구,대구수성구,90~99세,0
대구,대구수성구,100세 이상,0
대구,대구중구,0~9세,0
대구,대구중구,10~19세,0
대구,대구중구,20~29세,0
대구,대구중구,30~39세,0
대구,대구중구,40~49세,0
대구,대구중구,50~59세,0
대구,대구중구,60~69세,0
대구,대구중구,70~79세,0
대구,대구중구,80~89세,0
대구,대구중구,90~99세,0
대구,대구중구,100세 이상,0
대구,대구중구,0~9세,0
대구,대구중구,10~19세,0
대구,대구중구,20~29세,0
대구,대구중구,30~39세,0
대구,대구중구,40~49세,0
대구,대구중구,50~59세,0
대구,대구중구,60~69세,0
대구,대구중구,70~79세,0
대구,대구중구,80~89세,0
대구,대구중구,90~99세,0
대구,대구중구,100세 이상,0
대구,대구달서구,0~9세,0
대구,대구달서구,10~19세,10
대구,대구달서구,20~29세,24
대구,대구달서구,30~39세,39
대구,대구달서구,40~49세,22
대구,대구달서구,50~59세,10
대구,대구달서구,60~69세,0
대구,대구달서구,70~79세,0
대구,대구달서구,80~89세,0
대구,대구달서구,90~99세,0
대구,대구달서구,100세 이상,0
대구,대구달서구,0~9세,0
대구,대구달서구,10~19세,0
대구,대구달서구,20~29세,43
대구,대구달서구,30~39세,64
대구,대구달서구,40~49세,68
대구,대구달서구,50~59세,37
대구,대구달서구,60~69세,14
대구,대구달서구,70~79세,0
대구,대구달서구,80~89세,0
대구,대구달서구,90~99세,0
대구,대구달서구,100세 이상,0
대구,대구달성군,0~9세,0
대구,대구달성군,10~19세,0
대구,대구달성군,20~29세,0
대구,대구달성군,30~39세,0
대구,대구달성군,40~49세,0
대구,대구달성군,50~59세,0
대구,대구달성군,60~69세,0
대구,대구달성군,70~79세,0
대구,대구달성군,80~89세,0
대구,대구달성군,90~99세,0
대구,대구달성군,100세 이상,0
대구,대구달성군,0~9세,0
대구,대구달성군,10~19세,0
대구,대구달성군,20~29세,0
대구,대구달성군,30~39세,0
대구,대구달성군,40~49세,0
대구,대구달성군,50~59세,0
대구,대구달성군,60~69세,0
대구,대구달성군,70~79세,0
대구,대구달성군,80~89세,0
대구,대구달성군,90~99세,0
대구,대구달성군,100세 이상,0
대구,대구군위군,0~9세,0
대구,대구군위군,10~19세,0
대구,대구군위군,20~29세,0
대구,대구군위군,30~39세,0
대구,대구군위군,40~49세,0
대구,대구군위군,50~59세,0
대구,대구군위군,60~69세,0
대구,대구군위군,70~79세,0
대구,대구군위군,80~89세,0
대구,대구군위군,90~99세,0
대구,대구군위군,100세 이상,0
대구,대구군위군,0~9세,0
대구,대구군위군,10~19세,0
대구,대구군위군,20~29세,0
대구,대구군위군,30~39세,0
대구,대구군위군,40~49세,0
대구,대구군위군,50~59세,0
대구,대구군위군,60~69세,0
대구,대구군위군,70~79세,0
대구,대구군위군,80~89세,0
대구,대구군위군,90~99세,0
대구,대구군위군,100세 이상,0
광주,광주동구,0~9세,0
광주,광주동구,10~19세,0
광주,광주동구,20~29세,0
광주,광주동구,30~39세,0
광주,광주동구,40~49세,0
광주,광주동구,50~59세,0
광주,광주동구,60~69세,0
광주,광주동구,70~79세,0
광주,광주동구,80~89세,0
광주,광주동구,90~99세,0
광주,광주동구,100세 이상,0
광주,광주동구,0~9세,0
광주,광주동구,10~19세,0
광주,광주동구,20~29세,10
광주,광주동구,30~39세,20
광주,광주동구,40~49세,16
광주,광주동구,50~59세,0
광주,광주동구,60~69세,0
광주,광주동구,70~79세,0
광주,광주동구,80~89세,0
광주,광주동구,90~99세,0
광주,광주동구,100세 이상,0
광주,광주북구,0~9세,0
광주,광주북구,10~19세,11
광주,광주북구,20~29세,0
광주,광주북구,30~39세,0
광주,광주북구,40~49세,0
광주,광주북구,50~59세,0
광주,광주북구,60~69세,0
광주,광주북구,70~79세,0
광주,광주북구,80~89세,0
광주,광주북구,90~99세,0
광주,광주북구,100세 이상,0
광주,광주북구,0~9세,0
광주,광주북구,10~19세,0
광주,광주북구,20~29세,23
광주,광주북구,30~39세,26
광주,광주북구,40~49세,26
광주,광주북구,50~59세,18
광주,광주북구,60~69세,0
광주,광주북구,70~79세,0
광주,광주북구,80~89세,0
광주,광주북구,90~99세,0
광주,광주북구,100세 이상,0
광주,광주서구,0~9세,0
광주,광주서구,10~19세,23
광주,광주서구,20~29세,0
광주,광주서구,30~39세,0
광주,광주서구,40~49세,0
광주,광주서구,50~59세,0
광주,광주서구,60~69세,0
광주,광주서구,70~79세,0
광주,광주서구,80~89세,0
광주,광주서구,90~99세,0
광주,광주서구,100세 이상,0
광주,광주서구,0~9세,0
광주,광주서구,10~19세,11
광주,광주서구,20~29세,19
광주,광주서구,30~39세,31
광주,광주서구,40~49세,41
광주,광주서구,50~59세,30
광주,광주서구,60~69세,0
광주,광주서구,70~79세,0
광주,광주서구,80~89세,0
광주,광주서구,90~99세,0
광주,광주서구,100세 이상,0
광주,광주광산구,0~9세,0
광주,광주광산구,10~19세,10
광주,광주광산구,20~29세,0
광주,광주광산구,30~39세,11
광주,광주광산구,40~49세,0
광주,광주광산구,50~59세,0
광주,광주광산구,60~69세,0
광주,광주광산구,70~79세,0
광주,광주광산구,80~89세,0
광주,광주광산구,90~99세,0
광주,광주광산구,100세 이상,0
광주,광주광산구,0~9세,0
광주,광주광산구,10~19세,0
광주,광주광산구,20~29세,17
광주,광주광산구,30~39세,23
광주,광주광산구,40~49세,32
광주,광주광산구,50~59세,21
광주,광주광산구,60~69세,0
광주,광주광산구,70~79세,0
광주,광주광산구,80~89세,0
광주,광주광산구,90~99세,0
광주,광주광산구,100세 이상,0
광주,광주남구,0~9세,0
광주,광주남구,10~19세,11
광주,광주남구,20~29세,0
광주,광주남구,30~39세,0
광주,광주남구,40~49세,0
광주,광주남구,50~59세,0
광주,광주남구,60~69세,0
광주,광주남구,70~79세,0
광주,광주남구,80~89세,0
광주,광주남구,90~99세,0
광주,광주남구,100세 이상,0
광주,광주남구,0~9세,0
광주,광주남구,10~19세,0
광주,광주남구,20~29세,0
광주,광주남구,30~39세,0
광주,광주남구,40~49세,14
광주,광주남구,50~59세,10
광주,광주남구,60~69세,0
광주,광주남구,70~79세,0
광주,광주남구,80~89세,0
광주,광주남구,90~99세,0
광주,광주남구,100세 이상,0
대전,대전유성구,0~9세,0
대전,대전유성구,10~19세,10
대전,대전유성구,20~29세,0
대전,대전유성구,30~39세,0
대전,대전유성구,40~49세,0
대전,대전유성구,50~59세,0
대전,대전유성구,60~69세,0
대전,대전유성구,70~79세,0
대전,대전유성구,80~89세,0
대전,대전유성구,90~99세,0
대전,대전유성구,100세 이상,0
대전,대전유성구,0~9세,0
대전,대전유성구,10~19세,0
대전,대전유성구,20~29세,0
대전,대전유성구,30~39세,25
대전,대전유성구,40~49세,28
대전,대전유성구,50~59세,24
대전,대전유성구,60~69세,11
대전,대전유성구,70~79세,0
대전,대전유성구,80~89세,0
대전,대전유성구,90~99세,0
대전,대전유성구,100세 이상,0
대전,대전대덕구,0~9세,0
대전,대전대덕구,10~19세,0
대전,대전대덕구,20~29세,0
대전,대전대덕구,30~39세,0
대전,대전대덕구,40~49세,0
대전,대전대덕구,50~59세,0
대전,대전대덕구,60~69세,0
대전,대전대덕구,70~79세,0
대전,대전대덕구,80~89세,0
대전,대전대덕구,90~99세,0
대전,대전대덕구,100세 이상,0
대전,대전대덕구,0~9세,0
대전,대전대덕구,10~19세,0
대전,대전대덕구,20~29세,0
대전,대전대덕구,30~39세,0
대전,대전대덕구,40~49세,10
대전,대전대덕구,50~59세,14
대전,대전대덕구,60~69세,0
대전,대전대덕구,70~79세,0
대전,대전대덕구,80~89세,0
대전,대전대덕구,90~99세,0
대전,대전대덕구,100세 이상,0
대전,대전서구,0~9세,33
대전,대전서구,10~19세,86
대전,대전서구,20~29세,17
대전,대전서구,30~39세,16
대전,대전서구,40~49세,11
대전,대전서구,50~59세,0
대전,대전서구,60~69세,0
대전,대전서구,70~79세,0
대전,대전서구,80~89세,0
대전,대전서구,90~99세,0
대전,대전서구,100세 이상,0
대전,대전서구,0~9세,28
대전,대전서구,10~19세,35
대전,대전서구,20~29세,40
대전,대전서구,30~39세,33
대전,대전서구,40~49세,51
대전,대전서구,50~59세,46
대전,대전서구,60~69세,14
대전,대전서구,70~79세,0
대전,대전서구,80~89세,0
대전,대전서구,90~99세,0
대전,대전서구,100세 이상,0
대전,대전동구,0~9세,0
대전,대전동구,10~19세,0
대전,대전동구,20~29세,0
대전,대전동구,30~39세,0
대전,대전동구,40~49세,0
대전,대전동구,50~59세,0
대전,대전동구,60~69세,0
대전,대전동구,70~79세,0
대전,대전동구,80~89세,0
대전,대전동구,90~99세,0
대전,대전동구,100세 이상,0
대전,대전동구,0~9세,0
대전,대전동구,10~19세,0
대전,대전동구,20~29세,0
대전,대전동구,30~39세,0
대전,대전동구,40~49세,0
대전,대전동구,50~59세,0
대전,대전동구,60~69세,0
대전,대전동구,70~79세,0
대전,대전동구,80~89세,0
대전,대전동구,90~99세,0
대전,대전동구,100세 이상,0
대전,대전중구,0~9세,0
대전,대전중구,10~19세,0
대전,대전중구,20~29세,0
대전,대전중구,30~39세,14
대전,대전중구,40~49세,0
대전,대전중구,50~59세,0
대전,대전중구,60~69세,0
대전,대전중구,70~79세,0
대전,대전중구,80~89세,0
대전,대전중구,90~99세,0
대전,대전중구,100세 이상,0
대전,대전중구,0~9세,0
대전,대전중구,10~19세,0
대전,대전중구,20~29세,20
대전,대전중구,30~39세,22
대전,대전중구,40~49세,35
대전,대전중구,50~59세,16
대전,대전중구,60~69세,11
대전,대전중구,70~79세,0
대전,대전중구,80~89세,0
대전,대전중구,90~99세,0
대전,대전중구,100세 이상,0
울산,울산남구,0~9세,0
울산,울산남구,10~19세,0
울산,울산남구,20~29세,0
울산,울산남구,30~39세,0
울산,울산남구,40~49세,0
울산,울산남구,50~59세,0
울산,울산남구,60~69세,0
울산,울산남구,70~79세,0
울산,울산남구,80~89세,0
